date,Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
2023-08-04,Electronics,SKU_002,63.47,Out of Stock,12,761.64,Senior,100,8,44,3,Carrier Z,6.67,Supplier A,North,6,106,16,188.46,Pass,0.0703,Sea,Route 2,773.04
2023-08-04,Clothing,SKU_003,327.05,In Stock,14,4578.7,Adult,90,7,15,5,Carrier Z,24.82,Supplier B,East,13,568,13,200.07,Pass,0.0762,Road,Route 2,779.99
2023-08-04,Electronics,SKU_004,295.75,In Stock,9,2661.75,Adult,3,4,15,5,Carrier X,12.99,Supplier B,South,13,84,17,125.24,Fail,0.0646,Road,Route 2,355.67
2023-08-04,Clothing,SKU_005,255.23,In Stock,12,3062.76,Senior,118,3,43,4,Carrier Y,27.6,Supplier C,North,12,757,19,201.52,Fail,0.0498,Sea,Route 1,143.58
2023-08-05,Electronics,SKU_001,451.76,Out of Stock,8,3614.08,Senior,60,5,13,1,Carrier Y,29.2,Supplier A,East,9,162,13,209.62,Fail,0.0964,Sea,Route 1,717.99
2023-08-05,Electronics,SKU_002,163.98,Out of Stock,9,1475.82,Adult,125,10,14,1,Carrier Z,41.9,Supplier C,North,6,124,10,90.11,Pass,0.0924,Sea,Route 1,581.32
2023-08-05,Furniture,SKU_003,442.14,Out of Stock,11,4863.54,Senior,25,4,13,1,Carrier Y,36.93,Supplier B,North,14,477,10,198.87,Fail,0.0031,Road,Route 3,320.47
2023-08-05,Clothing,SKU_004,447.29,In Stock,10,4472.9,Adult,47,7,13,9,Carrier Z,5.32,Supplier B,North,13,214,13,146.08,Pass,0.0143,Road,Route 1,583.93
2023-08-05,Furniture,SKU_005,298.08,Out of Stock,14,4173.12,Adult,114,2,45,9,Carrier Z,35.49,Supplier A,East,10,151,16,231.85,Fail,0.0696,Sea,Route 2,889.59
2023-08-06,Clothing,SKU_001,99.18,Out of Stock,9,892.62,Youth,33,4,63,2,Carrier X,16.72,Supplier C,South,3,494,5,57.53,Fail,0.0185,Sea,Route 2,427.79
2023-08-06,Clothing,SKU_002,313.69,Out of Stock,9,2823.21,Senior,125,8,38,6,Carrier Z,5.72,Supplier B,South,12,974,11,80.87,Fail,0.0655,Road,Route 2,209.71
2023-08-06,Clothing,SKU_003,370.27,Out of Stock,7,2591.89,Senior,195,6,56,6,Carrier Z,21.05,Supplier A,South,9,981,9,41.58,Pass,0.0624,Sea,Route 1,184.75
2023-08-06,Electronics,SKU_004,202.48,In Stock,13,2632.24,Senior,145,5,61,8,Carrier Y,21.68,Supplier A,North,3,921,11,186.64,Fail,0.0116,Sea,Route 3,966.69
2023-08-06,Electronics,SKU_005,101.82,In Stock,5,509.1,Adult,103,2,41,7,Carrier X,15.71,Supplier A,West,3,226,11,202.29,Fail,0.0117,Sea,Route 2,606.38
2023-08-07,Clothing,SKU_001,195.7,Out of Stock,13,2544.1,Adult,61,9,19,3,Carrier Z,44.75,Supplier C,North,6,762,9,86.32,Pass,0.0124,Air,Route 1,671.39
2023-08-07,Clothing,SKU_002,418.87,In Stock,12,5026.44,Youth,1,13,66,7,Carrier Y,49.01,Supplier C,East,3,680,5,39.0,Pass,0.0417,Sea,Route 1,742.17
2023-08-07,Electronics,SKU_003,354.7,Out of Stock,8,2837.6,Adult,191,10,96,2,Carrier X,39.53,Supplier C,East,3,76,14,75.84,Pass,0.098,Air,Route 1,996.1
2023-08-07,Clothing,SKU_004,59.29,In Stock,13,770.77,Senior,87,11,51,1,Carrier X,40.07,Supplier A,North,3,429,5,262.54,Pass,0.0187,Road,Route 1,686.54
2023-08-07,Furniture,SKU_005,113.56,In Stock,12,1362.72,Senior,54,2,71,1,Carrier Z,22.14,Supplier C,West,2,63,13,264.39,Fail,0.0103,Road,Route 1,222.67
2023-08-08,Electronics,SKU_001,316.29,Out of Stock,8,2530.32,Youth,20,10,40,6,Carrier X,13.45,Supplier C,West,7,961,11,168.1,Pass,0.0172,Road,Route 2,671.3
2023-08-08,Furniture,SKU_002,368.41,Out of Stock,8,2947.28,Adult,186,4,2,3,Carrier Z,17.23,Supplier A,East,3,227,19,38.76,Fail,0.0812,Road,Route 3,768.38
2023-08-08,Clothing,SKU_003,131.63,In Stock,10,1316.3,Senior,112,13,41,6,Carrier X,24.18,Supplier A,North,11,832,15,209.6,Pass,0.0591,Air,Route 3,696.72
2023-08-08,Electronics,SKU_004,125.09,Out of Stock,12,1501.08,Senior,11,10,53,2,Carrier Y,5.51,Supplier A,North,2,138,6,282.48,Fail,0.0779,Air,Route 1,532.81
2023-08-08,Furniture,SKU_005,482.47,Out of Stock,12,5789.64,Adult,100,10,36,5,Carrier Z,25.21,Supplier B,East,9,987,14,110.02,Fail,0.0823,Air,Route 3,839.69
2023-08-09,Electronics,SKU_001,271.36,In Stock,8,2170.88,Adult,164,14,18,6,Carrier X,45.8,Supplier C,South,8,373,15,175.59,Fail,0.0837,Road,Route 3,273.83
2023-08-09,Electronics,SKU_002,443.59,Out of Stock,15,6653.85,Adult,163,5,44,1,Carrier X,10.99,Supplier A,South,13,285,18,44.93,Fail,0.0932,Sea,Route 2,787.54
2023-08-09,Furniture,SKU_003,247.09,In Stock,5,1235.45,Youth,191,5,55,7,Carrier X,47.69,Supplier B,North,8,743,9,227.56,Pass,0.0521,Air,Route 3,737.6
2023-08-09,Furniture,SKU_004,100.25,In Stock,10,1002.5,Senior,139,5,94,3,Carrier Z,24.61,Supplier A,North,5,120,11,293.72,Pass,0.0915,Air,Route 1,951.36
2023-08-09,Furniture,SKU_005,347.64,Out of Stock,3,1042.92,Youth,160,6,82,4,Carrier Z,11.94,Supplier B,South,8,68,18,29.12,Fail,0.0202,Sea,Route 3,805.62
2023-08-10,Electronics,SKU_001,85.49,Out of Stock,11,940.39,Adult,110,4,7,6,Carrier Y,31.06,Supplier A,East,4,800,14,174.93,Pass,0.0805,Road,Route 1,191.48
2023-08-10,Furniture,SKU_002,367.06,In Stock,13,4771.78,Adult,83,12,35,6,Carrier Z,44.43,Supplier B,North,3,606,8,295.88,Fail,0.06,Road,Route 1,109.87
2023-08-10,Electronics,SKU_003,443.7,Out of Stock,13,5768.1,Adult,194,2,98,3,Carrier X,15.48,Supplier B,South,8,406,9,38.58,Pass,0.0766,Sea,Route 2,935.98
2023-08-10,Clothing,SKU_004,79.6,Out of Stock,13,1034.8,Youth,190,6,46,8,Carrier Y,39.51,Supplier C,South,2,717,13,55.97,Pass,0.0579,Road,Route 1,486.23
2023-08-10,Clothing,SKU_005,161.78,Out of Stock,10,1617.8,Adult,186,12,96,4,Carrier X,12.21,Supplier C,South,11,914,9,262.64,Pass,0.0651,Air,Route 1,100.35
2023-08-11,Electronics,SKU_001,429.29,Out of Stock,11,4722.19,Adult,64,6,87,5,Carrier Z,28.28,Supplier B,North,3,385,11,55.63,Fail,0.0772,Sea,Route 1,172.05
2023-08-11,Furniture,SKU_002,360.82,In Stock,7,2525.74,Senior,47,3,20,3,Carrier X,36.84,Supplier C,West,3,467,16,202.53,Fail,0.0691,Sea,Route 1,529.75
2023-08-11,Clothing,SKU_003,253.96,Out of Stock,15,3809.4,Youth,66,12,39,9,Carrier Z,43.43,Supplier C,South,11,846,6,277.98,Fail,0.0525,Air,Route 2,592.35
2023-08-11,Furniture,SKU_004,462.47,Out of Stock,15,6937.05,Adult,138,11,18,1,Carrier Z,43.94,Supplier A,West,12,490,6,32.37,Fail,0.087,Air,Route 1,539.11
2023-08-11,Electronics,SKU_005,83.83,In Stock,11,922.13,Youth,26,2,29,8,Carrier X,23.62,Supplier C,South,9,656,9,229.18,Fail,0.087,Road,Route 1,123.79
2023-08-12,Clothing,SKU_001,292.81,In Stock,6,1756.86,Adult,184,3,66,7,Carrier X,10.72,Supplier B,East,2,743,8,251.0,Fail,0.0939,Road,Route 2,517.57
2023-08-12,Furniture,SKU_002,236.94,Out of Stock,8,1895.52,Senior,18,5,94,5,Carrier Z,8.8,Supplier A,North,12,198,18,124.91,Pass,0.0515,Air,Route 2,758.36
2023-08-12,Clothing,SKU_003,324.19,In Stock,15,4862.85,Adult,120,7,61,2,Carrier X,25.14,Supplier A,West,11,828,10,123.4,Pass,0.0775,Air,Route 1,952.11
2023-08-12,Electronics,SKU_004,63.65,In Stock,8,509.2,Youth,143,9,41,8,Carrier Y,29.59,Supplier A,North,7,243,11,112.68,Fail,0.0525,Sea,Route 1,718.02
2023-08-12,Furniture,SKU_005,190.72,In Stock,4,762.88,Youth,181,14,64,1,Carrier Y,10.54,Supplier A,North,4,907,14,47.83,Fail,0.0214,Air,Route 2,807.49
2023-08-13,Furniture,SKU_001,65.68,In Stock,14,919.52,Youth,197,10,33,3,Carrier Z,32.44,Supplier B,West,9,103,8,292.61,Fail,0.0669,Air,Route 3,216.04
2023-08-13,Furniture,SKU_002,419.92,Out of Stock,11,4619.12,Senior,46,11,26,2,Carrier Z,5.95,Supplier A,East,2,194,11,277.76,Pass,0.0236,Road,Route 2,635.79
2023-08-13,Electronics,SKU_003,216.8,Out of Stock,9,1951.2,Senior,45,11,65,4,Carrier X,14.15,Supplier B,South,8,131,5,91.77,Fail,0.0308,Road,Route 3,375.09
2023-08-13,Furniture,SKU_004,206.9,In Stock,13,2689.7,Adult,107,13,52,1,Carrier X,19.07,Supplier C,South,3,419,16,37.75,Fail,0.0839,Air,Route 1,492.98
2023-08-13,Electronics,SKU_005,272.63,Out of Stock,10,2726.3,Senior,10,7,87,3,Carrier Z,30.4,Supplier B,North,2,436,7,136.36,Fail,0.0806,Sea,Route 1,912.81
2023-08-14,Electronics,SKU_001,490.32,In Stock,9,4412.88,Adult,38,5,17,7,Carrier X,27.39,Supplier B,West,2,330,11,155.33,Pass,0.009,Road,Route 3,874.18
2023-08-14,Furniture,SKU_002,220.8,Out of Stock,15,3312.0,Senior,143,3,76,1,Carrier X,25.88,Supplier A,North,8,265,5,257.53,Pass,0.0151,Road,Route 3,543.84
2023-08-14,Furniture,SKU_003,257.71,Out of Stock,14,3607.94,Youth,92,8,3,6,Carrier X,8.52,Supplier C,North,6,779,11,114.99,Pass,0.0376,Road,Route 1,203.21
2023-08-14,Clothing,SKU_004,326.11,Out of Stock,8,2608.88,Youth,17,5,44,6,Carrier Z,29.56,Supplier A,East,3,841,5,63.41,Fail,0.0829,Air,Route 2,660.51
2023-08-14,Furniture,SKU_005,174.29,In Stock,10,1742.9,Adult,18,3,70,7,Carrier Z,37.39,Supplier B,West,5,134,18,270.61,Pass,0.0056,Air,Route 3,466.9
2023-08-15,Electronics,SKU_001,254.17,Out of Stock,10,2541.7,Adult,44,14,3,4,Carrier X,43.23,Supplier A,North,10,479,16,146.23,Pass,0.0813,Sea,Route 2,820.45
2023-08-15,Clothing,SKU_002,346.57,Out of Stock,8,2772.56,Senior,58,4,52,4,Carrier X,7.14,Supplier C,West,3,845,6,67.35,Pass,0.0937,Sea,Route 2,480.25
2023-08-15,Clothing,SKU_003,303.72,Out of Stock,15,4555.8,Senior,177,4,52,5,Carrier Z,28.86,Supplier B,East,6,721,17,46.94,Pass,0.0446,Sea,Route 3,291.02
2023-08-15,Furniture,SKU_004,51.17,In Stock,9,460.53,Youth,55,11,31,7,Carrier Z,28.3,Supplier C,East,2,891,17,197.36,Pass,0.0467,Air,Route 3,270.23
2023-08-15,Furniture,SKU_005,159.74,In Stock,8,1277.92,Youth,59,5,77,6,Carrier X,39.76,Supplier A,West,7,261,10,116.96,Pass,0.0826,Sea,Route 2,847.76
2023-08-16,Clothing,SKU_001,322.26,In Stock,9,2900.34,Youth,101,6,68,4,Carrier X,29.86,Supplier C,South,8,354,12,188.92,Fail,0.0399,Air,Route 2,389.14
2023-08-16,Electronics,SKU_002,434.71,Out of Stock,8,3477.68,Senior,184,14,52,7,Carrier Z,10.18,Supplier B,West,4,241,9,109.42,Fail,0.0188,Air,Route 2,386.41
2023-08-16,Furniture,SKU_003,358.73,Out of Stock,14,5022.22,Senior,170,12,31,8,Carrier Z,42.59,Supplier A,West,7,981,16,88.73,Pass,0.0979,Road,Route 2,484.7
2023-08-16,Furniture,SKU_004,430.53,Out of Stock,11,4735.83,Senior,111,9,92,9,Carrier Z,21.72,Supplier A,West,12,97,12,299.93,Pass,0.0347,Road,Route 3,808.06
2023-08-16,Electronics,SKU_005,493.04,In Stock,5,2465.2,Youth,97,5,82,8,Carrier X,16.24,Supplier C,West,4,134,19,20.16,Fail,0.0199,Air,Route 3,362.6
2023-08-17,Electronics,SKU_001,131.75,Out of Stock,11,1449.25,Youth,115,13,82,9,Carrier Y,22.99,Supplier C,North,13,914,6,31.58,Fail,0.0055,Air,Route 2,464.25
2023-08-17,Clothing,SKU_002,213.2,Out of Stock,10,2132.0,Senior,39,5,19,2,Carrier Y,35.94,Supplier C,North,13,113,19,113.96,Pass,0.0619,Road,Route 2,420.45
2023-08-17,Clothing,SKU_003,235.93,In Stock,13,3067.09,Youth,172,11,48,1,Carrier Y,31.91,Supplier A,East,13,463,17,187.03,Pass,0.018,Road,Route 1,908.28
2023-08-17,Electronics,SKU_004,270.53,In Stock,8,2164.24,Senior,110,3,25,4,Carrier X,40.98,Supplier A,East,7,279,18,63.46,Pass,0.0139,Air,Route 1,779.31
2023-08-17,Clothing,SKU_005,50.06,Out of Stock,7,350.42,Youth,32,8,13,2,Carrier Y,32.76,Supplier A,South,12,789,6,28.39,Fail,0.0132,Air,Route 1,792.25
2023-08-18,Clothing,SKU_001,433.01,In Stock,10,4330.1,Senior,113,3,28,3,Carrier X,11.83,Supplier A,North,6,842,13,230.09,Pass,0.0691,Sea,Route 1,697.99
2023-08-18,Electronics,SKU_002,462.23,Out of Stock,10,4622.3,Youth,47,14,37,9,Carrier X,15.77,Supplier A,West,4,413,19,238.09,Fail,0.0358,Sea,Route 3,766.75
2023-08-18,Furniture,SKU_003,409.65,Out of Stock,15,6144.75,Youth,83,4,48,6,Carrier Y,29.18,Supplier C,South,11,777,19,163.29,Pass,0.0751,Road,Route 1,284.37
2023-08-18,Furniture,SKU_004,115.02,Out of Stock,8,920.16,Youth,66,10,47,8,Carrier X,38.89,Supplier A,South,5,651,9,64.99,Pass,0.0348,Air,Route 3,190.64
2023-08-18,Furniture,SKU_005,396.13,In Stock,9,3565.17,Adult,130,2,51,8,Carrier Z,30.51,Supplier B,East,8,521,19,296.43,Pass,0.0463,Air,Route 2,768.97
2023-08-19,Furniture,SKU_001,133.76,Out of Stock,8,1070.08,Adult,150,11,26,1,Carrier Z,43.02,Supplier C,South,5,962,18,177.94,Fail,0.0006,Road,Route 2,146.84
2023-08-19,Furniture,SKU_002,399.16,Out of Stock,12,4789.92,Adult,143,8,27,3,Carrier Y,26.64,Supplier A,West,9,501,5,254.24,Pass,0.0795,Road,Route 3,861.8
2023-08-19,Clothing,SKU_003,148.8,In Stock,16,2380.8,Adult,146,4,81,2,Carrier Y,38.68,Supplier B,South,3,313,8,64.36,Pass,0.0289,Road,Route 3,601.89
2023-08-19,Electronics,SKU_004,448.09,Out of Stock,12,5377.08,Senior,42,10,63,1,Carrier X,25.16,Supplier B,West,2,997,15,223.27,Pass,0.0927,Road,Route 2,693.38
2023-08-19,Furniture,SKU_005,245.46,Out of Stock,11,2700.06,Youth,158,10,12,4,Carrier Z,21.56,Supplier C,North,10,212,16,224.9,Pass,0.0824,Road,Route 2,615.96
2023-08-20,Electronics,SKU_001,180.12,In Stock,7,1260.84,Senior,152,14,5,1,Carrier Y,27.0,Supplier B,North,8,259,18,243.99,Fail,0.0942,Sea,Route 2,195.8
2023-08-20,Clothing,SKU_002,426.97,Out of Stock,8,3415.76,Senior,144,5,44,4,Carrier Z,48.54,Supplier C,East,6,530,9,82.41,Fail,0.0547,Sea,Route 1,396.07
2023-08-20,Electronics,SKU_003,164.0,In Stock,17,2788.0,Youth,175,2,32,5,Carrier Y,13.13,Supplier A,South,5,487,5,279.53,Pass,0.0914,Air,Route 1,548.17
2023-08-20,Clothing,SKU_004,118.56,Out of Stock,12,1422.72,Senior,170,13,26,4,Carrier Y,29.56,Supplier C,South,8,651,6,184.36,Fail,0.0709,Sea,Route 3,482.03
2023-08-20,Furniture,SKU_005,222.47,In Stock,6,1334.82,Adult,77,7,60,2,Carrier X,30.35,Supplier A,West,2,610,14,110.06,Fail,0.0047,Air,Route 2,982.98
2023-08-21,Furniture,SKU_001,97.41,Out of Stock,9,876.69,Youth,103,4,56,9,Carrier X,43.63,Supplier B,North,13,805,6,193.27,Fail,0.0435,Road,Route 2,273.15
2023-08-21,Electronics,SKU_002,236.75,In Stock,11,2604.25,Youth,189,8,33,1,Carrier X,22.92,Supplier A,West,14,862,19,178.93,Pass,0.0998,Air,Route 1,781.17
2023-08-21,Clothing,SKU_003,363.78,Out of Stock,7,2546.46,Adult,38,8,7,7,Carrier Y,48.09,Supplier A,East,3,852,7,39.11,Pass,0.0062,Road,Route 2,976.03
2023-08-21,Clothing,SKU_004,164.48,Out of Stock,11,1809.28,Youth,52,6,13,2,Carrier Z,10.23,Supplier C,North,5,242,14,99.65,Pass,0.0805,Sea,Route 3,182.7
2023-08-21,Furniture,SKU_005,234.25,Out of Stock,9,2108.25,Adult,85,2,85,8,Carrier X,47.69,Supplier C,East,13,905,8,203.66,Pass,0.0157,Air,Route 1,237.42
2023-08-22,Furniture,SKU_001,455.36,In Stock,8,3642.88,Youth,180,7,39,3,Carrier Y,39.01,Supplier A,West,9,439,6,68.36,Pass,0.0248,Sea,Route 2,889.62
2023-08-22,Electronics,SKU_002,193.51,Out of Stock,9,1741.59,Senior,96,5,18,5,Carrier X,32.45,Supplier B,North,11,248,19,107.47,Fail,0.0891,Air,Route 3,708.17
2023-08-22,Clothing,SKU_003,65.6,In Stock,15,984.0,Senior,67,9,93,7,Carrier Y,25.82,Supplier A,South,9,158,7,292.42,Pass,0.0281,Air,Route 1,584.66
2023-08-22,Electronics,SKU_004,444.55,Out of Stock,10,4445.5,Senior,49,10,69,1,Carrier Y,16.55,Supplier B,South,9,241,18,269.79,Pass,0.0432,Road,Route 2,487.94
2023-08-22,Electronics,SKU_005,404.06,Out of Stock,11,4444.66,Adult,73,10,21,7,Carrier Y,40.65,Supplier A,East,10,451,13,205.06,Fail,0.0939,Sea,Route 1,783.15
2023-08-23,Furniture,SKU_001,169.61,Out of Stock,13,2204.93,Youth,37,2,75,1,Carrier Z,16.35,Supplier C,North,11,715,5,239.12,Pass,0.092,Sea,Route 1,750.42
2023-08-23,Electronics,SKU_002,404.22,In Stock,6,2425.32,Adult,8,3,1,9,Carrier X,32.8,Supplier B,North,3,818,16,28.13,Fail,0.0343,Sea,Route 2,599.09
2023-08-23,Furniture,SKU_003,478.9,Out of Stock,13,6225.7,Youth,62,7,82,1,Carrier Y,15.74,Supplier B,West,11,923,7,229.92,Pass,0.0495,Sea,Route 1,850.4
2023-08-23,Furniture,SKU_004,370.08,In Stock,11,4070.88,Senior,144,10,85,5,Carrier X,13.46,Supplier B,South,8,124,19,251.31,Pass,0.0433,Road,Route 1,168.47
2023-08-23,Clothing,SKU_005,399.18,Out of Stock,4,1596.72,Senior,60,7,28,9,Carrier X,35.26,Supplier B,South,14,907,17,215.29,Pass,0.044,Road,Route 3,149.43
2023-08-24,Furniture,SKU_001,397.55,Out of Stock,2,795.1,Youth,130,14,88,9,Carrier X,33.15,Supplier B,South,9,99,18,96.89,Pass,0.0062,Road,Route 3,187.94
2023-08-24,Clothing,SKU_002,235.09,In Stock,13,3056.17,Adult,119,5,62,3,Carrier Y,46.12,Supplier B,West,10,981,15,103.66,Pass,0.0509,Road,Route 3,759.45
2023-08-24,Electronics,SKU_003,334.3,In Stock,14,4680.2,Adult,174,6,99,4,Carrier X,39.79,Supplier C,South,6,387,6,43.99,Fail,0.091,Sea,Route 1,400.37
2023-08-24,Clothing,SKU_004,298.76,In Stock,7,2091.32,Youth,165,6,37,2,Carrier Z,32.91,Supplier B,South,9,208,18,128.34,Fail,0.0114,Road,Route 1,357.09
2023-08-24,Electronics,SKU_005,222.02,In Stock,7,1554.14,Senior,119,14,67,2,Carrier Y,37.8,Supplier B,East,5,785,13,88.34,Pass,0.0734,Air,Route 2,416.99
2023-08-25,Electronics,SKU_001,79.44,Out of Stock,13,1032.72,Adult,149,9,88,4,Carrier Y,15.7,Supplier C,North,5,430,18,116.71,Fail,0.0581,Sea,Route 2,972.59
2023-08-25,Clothing,SKU_002,464.45,In Stock,8,3715.6,Senior,94,3,3,8,Carrier Y,27.92,Supplier B,East,3,313,15,62.87,Fail,0.0986,Road,Route 1,626.7
2023-08-25,Furniture,SKU_003,187.31,In Stock,10,1873.1,Adult,135,8,99,3,Carrier Z,34.82,Supplier B,South,13,413,16,50.3,Fail,0.0002,Sea,Route 2,286.96
2023-08-25,Electronics,SKU_004,340.59,Out of Stock,10,3405.9,Youth,101,7,84,9,Carrier Z,16.52,Supplier C,South,9,841,19,50.26,Pass,0.0434,Sea,Route 1,989.09
2023-08-25,Clothing,SKU_005,164.34,In Stock,9,1479.06,Adult,12,8,18,5,Carrier X,16.6,Supplier C,West,14,939,7,216.86,Fail,0.0542,Air,Route 2,911.34
2023-08-26,Furniture,SKU_001,409.08,Out of Stock,9,3681.72,Adult,163,8,24,1,Carrier X,13.25,Supplier B,East,8,407,14,172.97,Pass,0.0714,Road,Route 3,617.37
2023-08-26,Furniture,SKU_002,124.97,Out of Stock,7,874.79,Senior,73,9,73,8,Carrier Y,33.6,Supplier C,West,4,274,11,23.74,Pass,0.0717,Road,Route 3,161.23
2023-08-26,Clothing,SKU_003,140.15,Out of Stock,8,1121.2,Youth,101,11,30,9,Carrier X,6.91,Supplier B,East,3,327,11,278.37,Pass,0.0591,Air,Route 3,432.93
2023-08-26,Electronics,SKU_004,73.05,Out of Stock,8,584.4,Senior,69,4,89,5,Carrier Z,37.37,Supplier A,North,11,794,5,160.98,Pass,0.0417,Road,Route 2,571.86
2023-08-26,Furniture,SKU_005,369.69,Out of Stock,10,3696.9,Youth,183,6,38,2,Carrier X,15.35,Supplier B,North,10,265,15,148.23,Pass,0.0963,Sea,Route 1,984.93
2023-08-27,Electronics,SKU_001,130.82,In Stock,12,1569.84,Adult,193,13,48,7,Carrier Y,21.1,Supplier B,West,10,606,14,213.96,Pass,0.0487,Road,Route 1,867.52
2023-08-27,Clothing,SKU_002,414.72,Out of Stock,16,6635.52,Adult,14,6,35,8,Carrier Y,24.64,Supplier C,North,10,747,17,252.32,Fail,0.0894,Road,Route 2,292.86
2023-08-27,Clothing,SKU_003,110.73,Out of Stock,10,1107.3,Senior,110,3,2,4,Carrier Y,10.53,Supplier B,West,3,214,7,98.89,Pass,0.0332,Road,Route 3,761.25
2023-08-27,Electronics,SKU_004,171.44,In Stock,9,1542.96,Adult,113,10,52,6,Carrier X,48.0,Supplier A,North,7,843,11,192.08,Pass,0.0478,Road,Route 1,382.04
2023-08-27,Furniture,SKU_005,356.63,Out of Stock,10,3566.3,Adult,113,12,78,1,Carrier X,16.51,Supplier C,East,14,450,19,100.46,Fail,0.066,Road,Route 3,410.83
2023-08-28,Clothing,SKU_001,176.94,In Stock,8,1415.52,Senior,39,5,4,9,Carrier Y,7.21,Supplier C,East,14,959,5,34.76,Pass,0.0534,Air,Route 1,312.81
2023-08-28,Clothing,SKU_002,259.51,In Stock,3,778.53,Senior,29,12,26,4,Carrier X,28.33,Supplier A,North,8,734,18,162.27,Fail,0.0602,Road,Route 3,861.46
2023-08-28,Furniture,SKU_003,380.03,Out of Stock,13,4940.39,Youth,97,8,69,5,Carrier Z,9.42,Supplier C,North,13,982,6,54.0,Fail,0.0892,Air,Route 1,274.89
2023-08-28,Furniture,SKU_004,177.35,Out of Stock,6,1064.1,Adult,130,10,92,7,Carrier Y,41.14,Supplier C,North,2,82,15,118.31,Pass,0.0425,Road,Route 2,241.53
2023-08-28,Electronics,SKU_005,283.55,In Stock,10,2835.5,Senior,166,2,44,1,Carrier Y,27.74,Supplier C,West,10,800,12,99.27,Pass,0.0026,Road,Route 3,852.3
2023-08-29,Furniture,SKU_001,399.52,In Stock,11,4394.72,Adult,64,6,55,5,Carrier Z,15.12,Supplier C,East,2,262,18,195.41,Fail,0.0912,Air,Route 2,795.05
2023-08-29,Furniture,SKU_002,490.45,Out of Stock,11,5394.95,Adult,32,12,55,7,Carrier X,5.97,Supplier C,East,12,860,15,21.1,Fail,0.012,Air,Route 3,400.32
2023-08-29,Electronics,SKU_003,250.7,Out of Stock,11,2757.7,Senior,89,5,91,6,Carrier X,39.86,Supplier C,West,12,603,14,71.42,Fail,0.0554,Sea,Route 1,716.4
2023-08-29,Electronics,SKU_004,81.02,Out of Stock,9,729.18,Adult,67,12,40,1,Carrier Z,17.63,Supplier C,South,5,661,17,35.75,Fail,0.0413,Air,Route 3,365.69
2023-08-29,Clothing,SKU_005,425.76,In Stock,10,4257.6,Youth,187,2,72,1,Carrier X,28.73,Supplier C,South,2,926,17,282.68,Fail,0.0161,Sea,Route 2,660.72
2023-08-30,Clothing,SKU_001,219.28,Out of Stock,12,2631.36,Adult,101,8,59,2,Carrier Y,35.03,Supplier C,North,12,341,12,68.23,Pass,0.0256,Sea,Route 3,426.88
2023-08-30,Clothing,SKU_002,407.07,In Stock,11,4477.77,Youth,166,10,44,3,Carrier Z,40.12,Supplier C,East,2,283,14,267.97,Pass,0.0274,Sea,Route 1,482.75
2023-08-30,Clothing,SKU_003,60.13,In Stock,7,420.91,Senior,59,9,17,1,Carrier Z,37.74,Supplier C,North,8,878,19,141.27,Fail,0.017,Road,Route 1,590.31
2023-08-30,Furniture,SKU_004,323.46,Out of Stock,12,3881.52,Youth,2,4,38,6,Carrier X,6.49,Supplier B,West,5,811,17,141.63,Fail,0.0175,Air,Route 3,971.82
2023-08-30,Electronics,SKU_005,485.02,Out of Stock,13,6305.26,Adult,131,2,62,1,Carrier Y,38.12,Supplier C,West,11,484,10,180.07,Fail,0.0289,Air,Route 1,186.53
2023-08-31,Electronics,SKU_001,380.96,Out of Stock,8,3047.68,Adult,110,6,72,4,Carrier Z,40.15,Supplier A,West,8,418,16,29.46,Pass,0.066,Road,Route 1,383.36
2023-08-31,Electronics,SKU_002,257.1,Out of Stock,15,3856.5,Adult,55,10,92,5,Carrier X,48.15,Supplier A,North,11,998,18,274.21,Fail,0.0579,Air,Route 2,897.88
2023-08-31,Furniture,SKU_003,193.05,Out of Stock,14,2702.7,Senior,11,9,92,3,Carrier Y,29.66,Supplier B,North,6,240,13,178.01,Fail,0.0983,Air,Route 3,517.76
2023-08-31,Electronics,SKU_004,393.27,In Stock,7,2752.89,Senior,161,9,23,2,Carrier Y,49.27,Supplier C,South,5,266,12,189.69,Fail,0.043,Air,Route 2,478.55
2023-08-31,Furniture,SKU_005,229.52,In Stock,10,2295.2,Adult,75,8,26,8,Carrier X,24.91,Supplier B,West,14,155,12,67.01,Pass,0.0987,Air,Route 2,588.29
2023-09-01,Clothing,SKU_001,469.88,Out of Stock,7,3289.16,Adult,41,5,2,1,Carrier Y,24.14,Supplier B,North,10,720,11,171.57,Pass,0.0497,Air,Route 2,114.77
2023-09-01,Furniture,SKU_002,479.85,Out of Stock,12,5758.2,Senior,51,9,56,2,Carrier Y,40.12,Supplier B,East,9,263,17,168.55,Pass,0.0358,Air,Route 2,741.17
2023-09-01,Clothing,SKU_003,82.15,In Stock,7,575.05,Youth,176,9,77,8,Carrier X,29.5,Supplier B,South,12,950,12,239.62,Fail,0.0191,Sea,Route 1,761.02
2023-09-01,Clothing,SKU_004,60.51,In Stock,9,544.59,Adult,94,2,43,8,Carrier Z,35.29,Supplier B,South,13,559,18,243.19,Fail,0.0418,Air,Route 1,208.65
